x,y,L_track,R_track
12.56627448,-8.451228013,1.5,1.5
12.41804952,-8.51007931,1.5,1.5
12.26881867,-8.566331139,1.5,1.5
12.11862751,-8.619966318,1.5,1.5
11.96752193,-8.670968462,1.5,1.5
11.81554808,-8.719321994,1.5,1.5
11.66275238,-8.765012142,1.5,1.5
11.5091815,-8.808024952,1.5,1.5
11.35488236,-8.848347283,1.5,1.5
11.19990209,-8.88596682,1.5,1.5
11.04428802,-8.920872071,1.5,1.5
10.88808769,-8.953052374,1.5,1.5
10.73134881,-8.982497899,1.5,1.5
10.57411925,-9.009199653,1.5,1.5
10.41644706,-9.033149478,1.5,1.5
10.25838038,-9.054340059,1.5,1.5
10.0999675,-9.072764924,1.5,1.5
9.941256814,-9.088418444,1.5,1.5
9.782296793,-9.101295838,1.5,1.5
9.623135996,-9.111393172,1.5,1.5
9.46382304,-9.118707362,1.5,1.5
9.304406587,-9.123236173,1.5,1.5
9.144935334,-9.124978224,1.5,1.5
8.985457991,-9.12393298,1.5,1.5
8.826023272,-9.120100762,1.5,1.5
8.666679878,-9.113482741,1.5,1.5
8.507476481,-9.104080937,1.5,1.5
8.348461712,-9.091898222,1.5,1.5
8.189684142,-9.076938319,1.5,1.5
8.031192271,-9.059205796,1.5,1.5
7.873034512,-9.03870607,1.5,1.5
7.715259176,-9.015445403,1.5,1.5
7.557914455,-8.989430899,1.5,1.5
7.401048413,-8.960670506,1.5,1.5
