x,y,curvature,max_speed
1.495721713067078440e+01,-9.874624561148189983e+00,3.846002854564287837e-02,2.525222829231929111e+01
1.500872784780243130e+01,-1.017016922109078436e+01,2.576709228204394561e-02,3.085118156036137904e+01
1.506686133250338422e+01,-1.046448282586726108e+01,7.484679586805838281e-02,1.810163907730739297e+01
1.512917294940182700e+01,-1.075794025446551849e+01,4.738836955275604890e-02,2.274933074046631987e+01
1.519904558985093423e+01,-1.104968982878683548e+01,8.612784308053174354e-02,1.687457029230957417e+01
1.527701415400403384e+01,-1.133938087629073088e+01,9.281703313169521741e-02,1.625513822737418934e+01
1.536423724533246116e+01,-1.162642117370402595e+01,1.069629849912127756e-01,1.514215721354108801e+01
1.545942582264691545e+01,-1.191091921367767803e+01,9.290379989518192383e-02,1.624754577583412285e+01
1.556118843001465279e+01,-1.219313255804983953e+01,7.733022434122067967e-02,1.780860384088600412e+01
1.554411388294213481e+01,-1.249264626364988118e+01,1.334331652836731053e+00,4.287188842878266293e+00
1.562515771306230583e+01,-1.278149206611107758e+01,1.096628959179857699e+00,4.729058134749950959e+00
1.575450826585797692e+01,-1.305217349231438106e+01,5.734328101131975775e-01,6.539781506811510603e+00
