step,x,y
0,3.9266060166684813,-0.2026096629434406
1,3.2267983298779086,-0.18620230152156692
2,2.5273700835048722,-0.15791576452003153
3,1.8289066123196638,-0.1115608357647227
4,1.1301729277787649,-0.06947475626211552
5,0.4317408391879831,-0.022649361157339003
6,-0.2663438297212749,0.02909805456414024
7,-0.9633012656375967,0.09429262888552298
8,-1.6599927397013439,0.16227049268605104
9,-2.3544840809883363,0.2499162391737965
10,-3.0432299684917323,0.37493264788545033
11,-3.727710252881462,0.5215162086341059
12,-4.403595373675421,0.7036680779336949
13,-5.0572259956058465,0.9542015289434261
14,-5.694401441912872,1.2440419171287913
15,-6.310516570506202,1.5763101044691146
16,-6.899943429309144,1.9539024483026417
17,-7.481895849783845,2.3429157903664293
18,-8.040165884290461,2.765212568203985
19,-8.583568965622273,3.2064756316922995
20,-9.111681678582718,3.6659285263502377
21,-9.611026834920583,4.156493929575856
22,-10.068489892086625,4.6863312171730005
23,-10.493541944431112,5.242506327005992
24,-10.88242418054479,5.824546365521578
25,-11.12275012054406,6.481998601477519
26,-11.25284645510209,7.169803038606683
27,-11.216682873682604,7.868868268309117
28,-11.066520608153262,8.55257236659367
29,-10.713658539463694,9.15712870018064
30,-10.453428874451399,9.80695984859351
31,-10.175879168352774,10.449584280625599
32,-9.841798635271855,11.06471857280607
33,-9.493978671998827,11.672189784592067
34,-9.109966892939429,12.257454642193851
35,-8.710122910275912,12.832019511923786
36,-8.304123847320927,13.402251711014362
37,-7.907140067269939,13.978796486705226
38,-7.8699203811545475,14.677806282749225
39,-7.724454263415823,15.36252491736495
40,-7.2703098691485994,15.895209504297647
41,-7.431332977707636,16.576437482664645
42,-7.467445621317394,17.27550534558749
43,-7.539472930078357,17.971789818193805
44,-7.76002549300661,18.63613654015891
45,-7.982019905742359,19.30000285253973
46,-8.243151366947618,19.949472143552637
47,-8.529828546681312,20.58807702500903
48,-8.82386633704018,21.22332640741005
49,-9.125529758749344,21.85499022622724
50,-9.4331055628781,22.483796336816624
51,-9.742800740107114,23.111561338390533
52,-10.039279129184308,23.745675338244023
53,-10.319761000476678,24.387025414159144
54,-10.576628572488005,25.03819286608607
55,-10.807173727961388,25.699138348926944
56,-11.006910944893182,26.370037032911597
57,-11.161666409201226,27.052716127557684
58,-11.236845727728046,27.748667325606686
59,-11.113770913816484,28.437762812589902
60,-10.92374531459294,29.111476603186276
61,-10.659160459243251,29.75954670303627
62,-10.279434360329377,30.34760119864331
63,-9.845381671088655,30.89678082587187
64,-9.335835063783493,31.376741506536234
65,-8.811258730136284,31.84022793587074
66,-8.253960556657864,32.26380643607774
67,-7.686375433669136,32.67349793972637
68,-7.139492218266261,33.11044044018909
69,-6.656878368235824,33.61747482931748
70,-6.192469862390924,34.14123502224828
71,-5.750905432810876,34.68439324461967
72,-5.42723818422021,35.30506990133373
73,-4.941280887676832,35.80890073200634
74,-4.644633460029412,36.4429356708466
75,-4.3727818088997505,37.0879912341728
76,-4.162217001810991,37.7555707889943
77,-4.044452252617917,38.44559358850711
78,-3.9797436969424966,39.14259631649488
79,-3.890012561949525,39.836821296895955
80,-3.79334382701034,40.530114276584385
81,-3.705505693957929,41.22458131135412
82,-3.6281428833334806,41.92029317378877
83,-3.558367484674737,42.61680691646871
84,-3.488390173377119,43.31330040237045
85,-3.4162403887440473,44.0095721945446
86,-3.3411484508148934,44.70553282623151
87,-3.230615321531616,45.39675090132131
88,-3.1424339118746394,46.09117443130205
89,-3.015721995701898,46.77961040530387
90,-2.810308426221037,47.448792940546035
91,-2.4900737697657203,48.071247569258
92,-2.0741353780312832,48.63427088518849
93,-1.547628310865112,49.09556288406131
94,-0.9821001182813252,49.508089081281454
95,-0.3834997048193415,49.87096308834609
96,0.2219525007011689,50.222285770264506
97,0.8419366738149753,50.54727750106452
98,1.4673052009713965,50.86178378914507
99,2.1102511334413556,51.138587921918294
100,2.782852966365702,51.33251258344129
101,3.4710607433090583,51.460458102138446
102,4.170482285029899,51.48890993822758
103,4.868765468349876,51.439914061946816
104,5.563909599306119,51.35760587768128
105,6.213738233396223,51.09736993412891
106,6.854327624483019,50.81515506558537
107,7.44417647352102,50.43822226615218
108,7.995460627424791,50.00684565383459
109,8.475487574391584,49.497361473328716
110,8.834324595570791,48.89633236236051
111,9.131750955791505,48.26266244809453
112,9.460104685609133,47.644452266914335
113,9.739409221595661,47.00258859277679
114,9.979414553396799,46.345019249888125
115,10.187486710385288,45.676658585660974
116,10.395054194482894,45.00814101704711
117,10.59870911153216,44.338421169079574
118,10.806123964243486,43.66985622917116
119,11.014357166631884,43.00154572242817
120,11.22339829177991,42.33348748544815
121,11.429550249670305,41.66453205325707
122,11.654029760157014,41.0015019262103
123,11.830133959106412,40.32401590339331
124,12.043479689589551,39.65731987124326
125,12.252360822517888,38.98921159236432
126,12.476983641189806,38.326230001871885
127,12.678745428458685,37.6559373932314
128,12.878109275040375,36.984927664035055
129,13.037781680727381,36.303381830754475
130,13.119238461812088,35.608137418468175
131,13.127308147216587,34.908183934172634
132,13.057132825884679,34.2117103709443
133,12.82912925284152,33.54988382971197
134,12.452354639348103,32.95993392452774
135,12.031460596095725,32.400605573418424
136,11.530885726889014,31.91129503774738
137,11.030228235981504,31.422069040075346
138,10.459622160772874,31.016595604527463
139,9.913226898895408,30.57904307305512
140,9.333332787622574,30.186968055091608
141,8.733490304895618,29.826150932554498
142,8.118856152808252,29.491151142871214
143,7.488172670106656,29.187443479735453
