s,x,y,curvature,heading,velocity
0.0,0.2131926969310651,-16.67856938465997,0.0154100206748442,1.528626248861084,35.68073565745466
0.0,0.1863738754464332,-11.68854452001063,0.00523731997941,1.5667092061240968,40.0
0.0,-10.046681175786244,-9.130938115800618,0.1071437926413689,-0.0668344094931463,13.53206163378442
0.0,-13.610250065499248,7.730473219884296,0.1376056617219135,-2.6678003763053098,11.940699580236702
0.0,13.737197154859846,-7.516080993785037,-0.1354474691744729,-2.5623948970025845,12.035453270451583
0.0,-0.1677016137186164,9.6488357495089,0.0003333333333333,1.5877329795522717,40.0
0.0,3.3700771196445087,7.179842537555013,-0.1352197659887088,0.736912454624298,12.045582477642789
0.0,-15.81593920189074,5.945788035269135,0.1384690485041589,-2.3534713224163863,11.903415117191283
0.0,0.618987752047035,3.1581960490582563,-0.1366243185430944,1.2913751873821786,11.983506278728148
0.0,-14.630827412744008,-7.244404330986127,0.1368573417579409,-0.6984647278436081,11.973300014436228
0.0,1.941784295841684,5.676020341872824,-0.1356013255363044,0.968655057002488,12.028623532855772
0.0,-6.719400667286347,8.61668449202938,0.1355911915059716,2.828215484584128,12.029073028349693
0.0,-8.89878164225496,8.937993260911659,0.1355132320520503,3.0738408803578223,12.032532610107667
0.0,17.787972279157465,2.844743186972577,-0.1319679990983283,-1.2493457881348504,12.193083280152475
0.0,8.92179802208392,-8.772235712508003,-0.1355091358148437,-3.121249600529491,12.032714470065976
0.0,-2.5368906268173923,6.094401217071028,0.1352683801239642,2.2808881521768614,12.043417766760824
0.0,-17.01478285854575,4.252523290964699,0.1366030452960204,-2.119401373476855,11.984439333694274
0.0,7.842901632881473,9.168002352203665,-0.1353575476309137,0.1884353300167777,12.039450309701488
0.0,-5.377662003513354,-8.357688870347012,0.1343872340969739,0.3978241976804311,12.082835918163752
0.0,10.977000963773394,-8.683242314399287,-0.1101121586676678,-2.971351466078976,13.348420863421278
0.0,15.161162161635184,6.961041951576236,-0.1389089812995797,-0.6803891659015001,11.884550902314384
0.0,-7.929625832298484,-9.038340871167962,0.1346210082217036,0.0915056996530541,12.072340302465054
0.0,10.759486254942422,9.10646017837618,-0.1365714012182317,-0.1336860351964413,11.985827661651603
0.0,0.1684434699127273,1.122835213287297,-0.1356269808357341,1.518558798530148,12.027485815802525
0.0,15.393234170975044,-6.282612066408861,-0.1355473861236708,-2.337196027183998,12.03101659843497
0.0,0.032758637959338,-0.3444377182830641,-0.0003333333333333,1.5919983970435423,40.0
0.0,12.767883658985676,8.497813749538889,-0.1355078792333963,-0.3690527212014254,12.032770259955166
0.0,-0.9372755435581316,3.764420625578003,0.1356646025761569,1.9666093490574608,12.025818015285436
0.0,-12.820005213054689,-8.275511614623195,0.1376029472794419,-0.4849258708677145,11.94081735368317
0.0,-17.531121969451426,-3.265995785907319,0.1371018314449354,-1.2591427711164729,11.962619510754989
0.0,-16.584910949871947,-5.148159672412301,0.1319875881167966,-1.004672472467101,12.19217843148394
0.0,6.15765953888953,-8.373802832405392,-0.1062627193991822,2.763588282569621,13.588045583039584
0.0,-11.6902232021921,8.564379817590543,0.1349697679394669,-2.895075237028018,12.056732962345691
0.0,-17.98872204454619,1.5737596074694953,0.1337356465110695,-1.7932740593226988,12.11223496361434
0.0,-0.2806340490648331,1.765513172958811,0.1353738755823995,1.7329141582645518,12.03872423151456
0.0,-4.216521674937262,7.494277966808775,0.135349367400504,2.5235089597251528,12.039814121013652
0.0,2.139926657829444,-5.541752086238334,-0.1583094186273725,2.320514929935569,11.132552524693205
0.0,5.82523547345826,8.623057660707746,-0.1376748185111272,0.4252594348949799,11.93770020031786
0.0,-0.2469670906687628,14.648516120808202,-0.0003333333333333,1.589752420151158,40.0
0.0,-0.6184059362702552,-3.108657010701589,0.1355014737848012,1.183220250308858,12.033054662071056
0.0,-18.126284900525548,-0.5194640892767602,0.1387702452350429,-1.5716474347956584,11.890490187231068
0.0,16.542014275084597,5.3985236291304215,-0.1354485958126128,-0.9181323620900071,12.035403216301182
0.0,18.143218602478505,0.7867608129296352,-0.1353001661729347,-1.4665492022091828,12.042003014901171
0.0,4.254661749356663,-7.337031902983924,-0.1354848700503773,2.6134153566784404,12.03379196228938
0.0,-1.3219051110162583,-5.164822999811725,0.0747144802994135,1.1634719537285303,16.204819771742727
0.0,0.0159196175329352,-1.0163250539546669,0.1000890924523193,1.5416856523506277,14.000835607701418
0.0,-0.3357609329598023,19.647790034505327,-0.0003333333333333,1.5903877776230788,40.0
0.0,0.0985620642520199,-6.645898943179392,0.0291705678038041,1.5268958024496506,25.934006552224748
0.0,-3.428762281631238,-7.082979682151457,0.1353914768964768,0.6374055181916499,12.037941676019704
0.0,17.10762096817524,-3.984695965274957,-0.1354923320452571,-2.0141914314296647,12.033460590519956
0.0,0.1287468467197428,-1.6774411593592216,-0.0987258131898125,1.6972396497615194,14.097170169242784
0.0,-0.0892318436857539,4.649496161792583,0.0003333333333333,1.5865245712971257,40.0
0.0,1.0220809424256867,-3.6792783496418417,-0.1356131888647199,2.06596327060328,12.028097398262211
0.0,17.837207350048686,-2.0490665746631427,-0.1369620062106364,-1.7732393751317104,11.968724259154294
0.7379603267172661,-9.310368410372275,-9.180222548404544,0.1074687082684527,0.0123399199477685,13.511590253450551
0.7429510074770899,5.467158639598059,-8.099604532649735,-0.1078043381452709,2.6911199041993576,13.490541070862015
0.7441275205268869,0.0375786121403116,-0.2725128096630781,0.1001752483400763,1.6179509838157662,13.994813651846655
0.7464245932189838,0.0346177308124566,-0.9369755066104676,-0.0988945927547742,1.6225160893107196,14.085135607288096
0.7474998619739172,-0.1803611540648386,10.396228403800638,0.0003333333333333,1.5878062847862495,40.0
0.7475005812245474,-0.2611359328781883,15.39588240506344,-0.0003333333333333,1.5896808612888054,40.0
0.7477504007548516,-12.158463325168023,-8.624070063667814,0.136076577276625,-0.3714409216902309,12.007600141444229
0.748538638081479,0.1894332346694724,-10.940012133923014,0.0054097766813735,1.5698506741292702,40.0
0.7485445467280486,0.1314130079461559,-5.898075599110284,0.0243457585937939,1.5706166372975798,28.387616316405506
0.7487388126100376,0.0168850143913346,0.4041328111819358,-0.0003333333333333,1.5917521773155074,40.0
0.7487507535874904,-0.1010078930734401,5.398154305178904,0.0003333333333333,1.5866486561216762,40.0
0.7487522328924112,-0.3504291371338741,20.39639857710131,-0.0003333333333333,1.5902267529902117,40.0
0.7492406720099584,0.2447788708213103,-15.92999480707073,0.0148721268651789,1.5425709585995857,36.320210787012925
0.749654037334277,10.23818397499943,-8.810248742545873,-0.1087923663300343,-3.061885813825251,13.429142862420491
0.7515199617664284,17.686104427676696,-2.7852392173116307,-0.1358074931646721,-1.8822556567346471,12.01948988216266
0.7548006396854191,14.869745177083232,-6.826379736414769,-0.1338585557756903,-2.447605289082906,12.106672985720913
